County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available
Greenlee County,Arizona,96.7%,84.4%,12.3%,0.0%,1.6%,0.0%,0.6%,1.1%,89.9%,2.7%,35.4%,19.0%,14.2%,11.2%,2.9%,8.2%,2.6%,3.6%,3.0%,17.9,0.1%,16.4%,37.2%,46.2%
La Paz County,Arizona,92.0%,81.0%,11.0%,0.0%,3.1%,2.0%,0.5%,2.4%,90.0%,2.8%,42.5%,16.6%,11.2%,12.7%,1.6%,9.0%,2.5%,1.9%,2.0%,14.4,2.1%,27.1%,43.1%,27.8%
Maricopa County,Arizona,84.4%,73.7%,10.7%,1.8%,1.5%,0.7%,1.8%,9.8%,98.0%,1.0%,9.7%,11.6%,15.0%,16.3%,8.1%,15.7%,8.1%,8.4%,7.2%,26.5,2.5%,20.7%,42.1%,34.7%
Mohave County,Arizona,90.1%,78.3%,11.7%,0.9%,1.1%,0.3%,2.5%,5.2%,82.1%,1.4%,22.9%,21.7%,17.8%,11.3%,4.6%,7.1%,2.7%,3.9%,7.9%,21.8,2.2%,20.7%,40.4%,36.8%
Navajo County,Arizona,85.1%,75.1%,10.0%,1.2%,4.8%,0.5%,1.6%,6.8%,89.9%,8.7%,32.5%,16.6%,12.2%,7.2%,2.4%,11.2%,3.7%,5.4%,8.6%,22.1,3.5%,24.6%,35.4%,36.4%
Pima County,Arizona,85.1%,75.2%,9.9%,2.0%,2.1%,1.4%,1.7%,7.8%,97.0%,2.0%,10.6%,12.5%,16.7%,16.6%,8.1%,16.2%,7.8%,7.2%,4.4%,24.7,3.4%,23.4%,41.4%,31.8%
Pinal County,Arizona,88.6%,77.0%,11.6%,0.2%,1.4%,0.4%,1.4%,8.0%,52.5%,46.4%,12.6%,9.8%,10.8%,9.8%,5.0%,12.5%,10.8%,15.3%,13.4%,31.5,1.8%,16.3%,40.4%,41.5%
Santa Cruz County,Arizona,90.4%,80.2%,10.2%,1.1%,1.2%,0.5%,2.5%,4.4%,81.3%,15.1%,14.1%,21.4%,24.5%,14.7%,3.8%,5.4%,2.3%,3.6%,10.3%,22.8,2.1%,17.4%,35.6%,44.9%
Yavapai County,Arizona,86.4%,76.1%,10.3%,0.2%,3.5%,0.4%,1.5%,8.0%,92.3%,6.5%,20.5%,15.6%,14.7%,12.6%,7.0%,13.3%,4.5%,4.7%,7.1%,23.2,1.8%,17.2%,40.2%,40.8%
Yuma County,Arizona,91.2%,78.9%,12.3%,1.8%,2.0%,0.3%,1.2%,3.5%,93.6%,1.2%,18.8%,18.4%,19.0%,13.8%,5.7%,10.9%,5.5%,2.8%,4.9%,20.7,1.8%,18.5%,40.8%,38.9%
Arkansas County,Arkansas,94.4%,87.0%,7.4%,0.0%,2.0%,0.0%,1.3%,2.3%,93.0%,6.5%,41.9%,17.8%,12.3%,5.7%,2.7%,7.8%,2.0%,3.4%,6.4%,17.5,2.7%,19.2%,47.6%,30.4%
Ashley County,Arkansas,93.6%,84.3%,9.2%,0.0%,2.1%,0.7%,1.7%,2.0%,77.7%,17.4%,30.5%,21.8%,12.0%,6.7%,2.3%,10.7%,3.6%,5.1%,7.3%,20.4,3.4%,22.9%,37.9%,35.8%
Baxter County,Arkansas,92.3%,80.5%,11.8%,0.0%,2.9%,0.0%,0.9%,3.8%,87.3%,10.3%,25.9%,24.7%,16.3%,13.5%,4.4%,7.8%,2.5%,1.2%,3.6%,16.7,2.0%,18.2%,43.4%,36.4%
Benton County,Arkansas,91.6%,83.3%,8.2%,0.1%,1.2%,0.3%,0.5%,6.4%,83.9%,14.0%,14.8%,18.6%,19.2%,17.9%,7.8%,11.1%,4.8%,3.7%,2.2%,20.0,1.4%,16.9%,44.5%,37.3%
Boone County,Arkansas,92.4%,82.7%,9.6%,0.1%,1.5%,0.0%,0.3%,5.7%,84.9%,8.1%,25.0%,21.7%,16.8%,10.1%,4.4%,11.1%,4.2%,2.8%,4.0%,18.9,1.3%,14.9%,39.6%,44.3%
Bradley County,Arkansas,93.0%,84.5%,8.5%,0.0%,3.3%,0.0%,2.2%,1.5%,66.3%,33.4%,32.5%,12.4%,10.9%,7.8%,1.8%,11.5%,5.2%,9.0%,9.0%,22.8,1.7%,18.9%,39.8%,39.5%
Calhoun County,Arkansas,94.8%,89.8%,5.0%,0.2%,2.0%,0.0%,2.0%,1.0%,39.8%,59.0%,18.5%,13.4%,11.5%,15.1%,9.4%,13.3%,10.4%,6.3%,2.1%,21.7,3.2%,18.2%,30.0%,48.6%
Carroll County,Arkansas,87.8%,78.9%,8.9%,0.1%,3.6%,0.1%,1.3%,7.2%,82.6%,11.2%,26.3%,14.2%,18.4%,12.7%,3.0%,9.4%,2.0%,3.7%,10.3%,21.3,2.4%,15.3%,33.2%,49.0%
Chicot County,Arkansas,89.1%,84.5%,4.6%,0.2%,5.2%,0.4%,3.0%,2.1%,76.4%,14.2%,36.3%,14.3%,12.2%,8.5%,3.8%,9.0%,6.9%,4.6%,4.3%,19.1,4.7%,29.3%,48.1%,17.9%
Clark County,Arkansas,89.7%,76.9%,12.9%,0.5%,5.3%,0.1%,0.7%,3.6%,75.7%,23.2%,29.8%,20.7%,15.6%,7.6%,3.2%,6.9%,3.0%,7.0%,6.1%,19.4,2.7%,19.1%,41.6%,36.6%
Clay County,Arkansas,90.1%,80.9%,9.1%,0.0%,3.3%,0.0%,1.3%,5.3%,63.5%,22.8%,30.3%,14.6%,9.7%,6.8%,3.9%,13.8%,5.8%,7.8%,7.3%,22.9,3.5%,21.9%,41.3%,33.3%
Cleburne County,Arkansas,94.2%,84.7%,9.4%,0.0%,1.2%,0.0%,0.5%,4.1%,68.8%,28.9%,23.3%,20.3%,10.7%,8.8%,2.2%,10.7%,5.0%,6.4%,12.4%,27.8,1.6%,15.8%,47.7%,34.9%
Cleveland County,Arkansas,92.5%,87.1%,5.4%,0.0%,2.5%,0.0%,1.1%,4.0%,28.4%,70.8%,10.7%,9.3%,13.2%,16.8%,3.7%,15.3%,7.3%,8.3%,15.5%,32.7,2.2%,13.0%,37.4%,47.3%
Columbia County,Arkansas,92.4%,84.6%,7.8%,0.3%,5.7%,0.3%,0.5%,0.9%,75.2%,15.8%,32.3%,20.0%,16.4%,9.5%,3.4%,4.3%,4.0%,5.2%,4.7%,17.4,1.0%,18.4%,39.8%,40.8%
Conway County,Arkansas,92.4%,79.1%,13.3%,0.0%,1.0%,0.0%,0.9%,5.7%,55.9%,41.9%,17.4%,12.7%,12.7%,10.8%,6.0%,15.8%,6.7%,7.7%,10.1%,26.7,1.4%,20.6%,35.0%,43.1%
Craighead County,Arkansas,94.5%,83.7%,10.8%,0.2%,1.5%,0.1%,0.2%,3.5%,86.0%,12.2%,16.5%,23.3%,24.2%,15.9%,3.5%,7.1%,2.6%,2.0%,4.9%,18.9,1.7%,20.4%,45.5%,32.3%
Crawford County,Arkansas,95.8%,87.9%,7.9%,0.0%,1.5%,0.0%,0.3%,2.4%,48.4%,48.5%,11.8%,16.5%,15.6%,21.9%,9.3%,11.8%,4.9%,4.9%,3.2%,21.9,1.1%,18.5%,42.9%,37.4%
Crittenden County,Arkansas,93.1%,81.3%,11.9%,0.2%,1.2%,0.0%,0.6%,4.9%,61.9%,5.5%,25.5%,15.9%,14.5%,8.9%,5.0%,12.4%,7.5%,6.4%,3.9%,20.8,2.8%,26.1%,41.8%,29.3%
Cross County,Arkansas,94.8%,84.1%,10.7%,0.0%,1.2%,0.0%,0.8%,3.2%,62.1%,32.2%,26.2%,13.7%,16.7%,11.5%,1.9%,6.9%,4.5%,5.7%,12.9%,24.2,1.5%,19.8%,42.3%,36.4%
Dallas County,Arkansas,96.6%,85.5%,11.1%,0.0%,2.0%,0.0%,0.9%,0.5%,61.4%,38.5%,28.5%,16.4%,10.3%,5.5%,3.4%,15.4%,6.1%,4.6%,9.8%,23.1,4.0%,21.1%,42.2%,32.7%
Desha County,Arkansas,95.9%,83.8%,12.1%,0.0%,2.0%,0.0%,0.1%,2.0%,77.5%,19.2%,26.2%,19.8%,19.3%,11.9%,1.4%,8.2%,6.1%,2.3%,4.7%,18.6,4.4%,22.0%,40.8%,32.8%
Drew County,Arkansas,92.4%,82.3%,10.2%,0.0%,4.8%,0.3%,0.7%,1.8%,71.3%,26.4%,23.9%,20.1%,13.5%,11.8%,4.3%,8.1%,4.8%,6.4%,6.9%,20.9,2.0%,16.6%,41.2%,40.2%
Faulkner County,Arkansas,93.3%,84.2%,9.0%,0.2%,1.6%,0.3%,0.8%,3.9%,65.9%,33.3%,16.1%,18.2%,14.8%,8.3%,3.6%,10.4%,9.8%,13.3%,5.6%,24.8,2.2%,16.4%,45.0%,36.4%
Franklin County,Arkansas,94.1%,82.8%,11.3%,1.1%,0.7%,0.0%,1.7%,2.3%,54.8%,41.3%,19.1%,16.7%,8.7%,12.3%,3.5%,8.1%,8.8%,13.2%,9.5%,28.5,3.7%,16.7%,40.9%,38.6%
Fulton County,Arkansas,87.8%,81.0%,6.8%,1.2%,3.5%,0.0%,0.3%,7.1%,50.5%,34.2%,25.2%,8.5%,7.1%,15.1%,10.4%,14.1%,3.5%,6.0%,10.0%,24.8,0.2%,12.2%,31.1%,56.5%
Garland County,Arkansas,92.1%,80.6%,11.5%,0.2%,2.0%,0.0%,1.6%,3.9%,87.3%,11.5%,19.1%,18.9%,22.6%,12.7%,4.0%,10.1%,2.6%,3.4%,6.8%,21.3,2.0%,20.7%,42.6%,34.7%
Grant County,Arkansas,92.4%,80.6%,11.8%,0.0%,0.8%,0.0%,0.3%,6.4%,44.9%,54.2%,12.9%,12.6%,11.7%,12.2%,3.4%,13.3%,8.0%,15.7%,10.2%,29.5,0.9%,10.6%,37.3%,51.2%
Greene County,Arkansas,94.8%,83.3%,11.5%,0.2%,1.9%,0.0%,0.5%,2.6%,69.8%,26.6%,21.0%,19.9%,12.2%,11.0%,4.6%,13.6%,6.3%,6.4%,5.0%,22.1,0.5%,17.8%,46.0%,35.7%
Hempstead County,Arkansas,96.6%,83.0%,13.5%,0.6%,1.2%,0.0%,0.1%,1.6%,69.2%,22.5%,18.0%,17.4%,21.8%,11.3%,4.1%,8.9%,4.9%,9.5%,4.0%,21.4,0.8%,18.3%,41.6%,39.2%
Hot Spring County,Arkansas,95.0%,83.5%,11.5%,0.2%,2.7%,0.0%,0.2%,1.9%,47.6%,52.0%,16.5%,11.9%,11.7%,9.9%,5.0%,18.5%,7.3%,9.4%,9.8%,26.8,2.8%,16.0%,39.9%,41.3%
Howard County,Arkansas,94.5%,82.3%,12.1%,0.2%,2.6%,0.1%,0.1%,2.5%,77.8%,19.9%,27.7%,20.5%,14.8%,10.4%,1.9%,9.1%,4.9%,6.3%,4.4%,19.4,0.7%,23.7%,38.3%,37.3%
Independence County,Arkansas,94.2%,83.9%,10.4%,0.2%,0.8%,0.2%,1.0%,3.6%,89.8%,8.5%,27.3%,22.0%,18.5%,11.4%,5.2%,7.0%,2.2%,2.2%,4.2%,18.2,1.7%,15.4%,43.1%,39.8%
Izard County,Arkansas,91.7%,78.6%,13.1%,0.0%,2.7%,0.0%,3.6%,2.0%,63.3%,32.0%,33.8%,12.4%,8.3%,12.7%,6.4%,10.0%,6.7%,5.3%,4.6%,19.2,0.9%,12.6%,35.7%,50.9%
Jackson County,Arkansas,91.8%,82.6%,9.2%,0.0%,1.3%,2.0%,0.8%,4.1%,72.9%,26.7%,36.4%,14.5%,11.9%,5.1%,4.0%,9.9%,8.2%,5.9%,4.2%,19.9,1.8%,26.0%,37.8%,34.3%
Jefferson County,Arkansas,94.6%,88.0%,6.6%,0.5%,1.3%,0.1%,1.1%,2.4%,83.3%,15.6%,11.3%,21.7%,27.5%,12.9%,5.3%,7.2%,3.7%,5.7%,4.6%,20.3,3.4%,27.8%,38.5%,30.4%
Johnson County,Arkansas,89.9%,79.0%,10.9%,0.8%,2.9%,0.5%,2.1%,3.8%,77.7%,21.6%,24.3%,22.4%,18.7%,11.4%,3.8%,9.3%,4.5%,1.5%,4.0%,18.9,2.8%,13.7%,43.7%,39.9%
Lafayette County,Arkansas,90.7%,79.8%,10.9%,0.4%,2.4%,0.0%,2.1%,4.5%,51.5%,32.2%,16.4%,11.1%,9.9%,8.5%,9.2%,15.1%,9.4%,7.0%,13.4%,28.1,4.6%,19.7%,41.0%,34.6%
Lawrence County,Arkansas,95.0%,85.4%,9.6%,0.0%,1.2%,0.2%,0.7%,2.9%,57.4%,41.0%,25.1%,13.3%,9.3%,7.6%,3.5%,15.5%,7.5%,8.7%,9.6%,26.2,1.4%,15.2%,46.3%,37.2%
Lee County,Arkansas,91.1%,75.0%,16.2%,0.0%,0.8%,0.0%,1.3%,6.9%,54.1%,41.6%,30.4%,9.3%,9.3%,12.1%,8.5%,14.1%,3.7%,3.5%,9.0%,22.7,7.9%,20.2%,33.7%,38.2%
Lincoln County,Arkansas,97.2%,86.5%,10.8%,0.3%,0.1%,0.0%,0.2%,2.1%,56.6%,41.5%,16.6%,7.8%,17.9%,8.9%,6.7%,18.1%,9.9%,7.8%,6.4%,26.0,1.3%,22.7%,34.3%,41.7%
Little River County,Arkansas,96.4%,86.1%,10.3%,0.0%,0.6%,1.4%,1.1%,0.5%,51.5%,21.0%,20.4%,13.4%,9.4%,6.8%,4.0%,16.8%,10.6%,11.0%,7.5%,28.2,3.0%,12.3%,43.7%,41.0%
Logan County,Arkansas,90.1%,78.0%,12.1%,0.8%,2.5%,0.5%,2.2%,3.9%,66.0%,30.9%,29.3%,14.9%,8.7%,7.2%,2.7%,10.9%,4.4%,10.9%,11.1%,25.1,3.0%,16.6%,38.4%,41.9%
Lonoke County,Arkansas,93.7%,85.1%,8.6%,0.2%,1.1%,0.1%,1.1%,3.9%,34.9%,63.9%,9.9%,9.7%,10.8%,11.5%,8.1%,18.3%,10.5%,14.6%,6.7%,29.4,1.6%,14.1%,43.8%,40.5%
Madison County,Arkansas,95.0%,88.2%,6.8%,0.0%,1.0%,0.1%,1.2%,2.7%,49.0%,49.6%,11.5%,8.4%,12.9%,6.8%,5.0%,15.7%,7.5%,18.7%,13.5%,32.1,1.1%,15.0%,30.7%,53.2%
Marion County,Arkansas,90.5%,77.8%,12.7%,0.1%,1.9%,0.0%,1.0%,6.5%,60.9%,35.8%,24.8%,11.1%,10.6%,10.3%,9.4%,14.0%,7.7%,6.0%,6.1%,22.6,4.4%,15.2%,39.6%,40.8%
Miller County,Arkansas,94.6%,84.8%,9.8%,0.5%,1.0%,0.0%,0.8%,3.0%,44.7%,7.1%,17.4%,21.1%,21.9%,12.6%,4.4%,11.1%,2.8%,4.3%,4.4%,19.7,3.3%,21.3%,41.3%,34.1%
Mississippi County,Arkansas,97.4%,84.6%,12.8%,0.2%,0.5%,0.0%,0.9%,0.9%,90.4%,5.6%,28.1%,18.3%,17.8%,8.4%,4.3%,8.5%,4.9%,6.4%,3.5%,18.7,3.7%,20.9%,40.5%,34.9%
Monroe County,Arkansas,96.6%,81.8%,14.9%,0.0%,2.7%,0.0%,0.0%,0.7%,53.3%,44.6%,25.7%,12.4%,4.9%,13.0%,5.9%,7.9%,5.6%,12.1%,12.5%,26.4,3.0%,31.2%,42.5%,23.2%
Montgomery County,Arkansas,94.9%,78.5%,16.3%,0.0%,0.8%,0.0%,0.6%,3.8%,49.8%,48.2%,17.8%,10.8%,15.1%,10.2%,2.9%,9.6%,5.9%,12.9%,14.8%,29.6,0.8%,17.8%,40.9%,40.6%
Nevada County,Arkansas,96.3%,78.6%,17.8%,1.8%,0.8%,0.0%,0.5%,0.7%,47.3%,50.1%,14.4%,15.3%,12.3%,8.3%,2.8%,23.3%,5.3%,9.0%,9.3%,27.4,0.4%,16.9%,48.7%,34.0%
Newton County,Arkansas,88.2%,82.2%,6.0%,0.0%,1.4%,0.0%,0.5%,9.9%,46.0%,52.1%,10.0%,8.1%,7.5%,10.6%,8.3%,22.9%,8.7%,14.5%,9.5%,31.3,0.5%,10.9%,31.8%,56.8%
Ouachita County,Arkansas,95.3%,88.5%,6.8%,0.0%,1.2%,0.0%,0.9%,2.5%,66.3%,32.4%,17.8%,24.1%,16.9%,12.6%,5.2%,7.0%,3.9%,6.1%,6.4%,21.5,3.4%,21.4%,35.1%,40.2%
Perry County,Arkansas,91.5%,80.5%,11.0%,0.1%,0.9%,0.0%,0.4%,7.0%,33.0%,66.8%,8.1%,9.0%,7.7%,11.8%,3.3%,12.0%,6.6%,24.8%,16.5%,35.2,6.1%,13.6%,30.9%,49.5%
Phillips County,Arkansas,96.5%,86.5%,10.0%,0.0%,1.3%,0.1%,0.4%,1.7%,81.1%,9.2%,40.6%,17.4%,13.1%,6.0%,3.3%,6.7%,1.3%,8.6%,3.0%,16.2,5.0%,25.2%,35.7%,34.0%
Pike County,Arkansas,93.1%,78.3%,14.9%,0.1%,1.8%,0.0%,1.3%,3.7%,49.6%,48.5%,21.5%,8.8%,11.5%,12.1%,3.4%,10.3%,5.5%,14.7%,12.2%,28.7,1.5%,10.5%,35.6%,52.4%
Poinsett County,Arkansas,92.6%,81.2%,11.4%,0.0%,1.9%,0.2%,0.4%,4.9%,48.6%,47.4%,23.2%,11.8%,9.4%,12.0%,6.3%,17.2%,4.8%,7.3%,7.9%,26.1,3.8%,18.6%,44.9%,32.8%
Polk County,Arkansas,93.4%,77.6%,15.8%,0.4%,1.0%,0.0%,1.0%,4.2%,85.1%,9.1%,26.8%,19.2%,14.7%,10.3%,3.0%,8.8%,3.7%,7.1%,6.4%,22.3,1.7%,18.0%,45.2%,35.0%
Pope County,Arkansas,93.2%,82.8%,10.4%,0.5%,1.8%,0.1%,1.4%,2.9%,83.0%,15.0%,19.5%,22.2%,20.3%,13.2%,4.2%,9.0%,3.1%,2.2%,6.3%,20.3,1.4%,17.4%,45.7%,35.4%
Prairie County,Arkansas,88.2%,80.0%,8.2%,0.0%,2.2%,0.0%,2.1%,7.5%,51.8%,46.7%,23.5%,12.2%,10.4%,11.0%,1.9%,9.9%,8.3%,12.5%,10.3%,25.9,0.9%,17.5%,44.7%,36.8%
Pulaski County,Arkansas,91.0%,81.8%,9.2%,0.7%,1.4%,0.2%,1.4%,5.2%,93.1%,5.6%,13.6%,16.9%,22.1%,19.6%,6.1%,12.8%,3.0%,2.8%,3.0%,20.3,2.4%,26.4%,43.2%,28.0%
Randolph County,Arkansas,92.0%,81.8%,10.2%,0.0%,1.7%,0.0%,0.9%,5.3%,75.7%,19.7%,18.9%,20.4%,13.3%,12.0%,4.1%,12.2%,3.7%,7.6%,7.9%,23.8,1.2%,17.8%,41.7%,39.2%
St. Francis County,Arkansas,93.4%,84.5%,8.8%,0.0%,2.0%,0.0%,1.8%,2.8%,70.1%,24.7%,24.5%,22.3%,17.6%,8.6%,2.7%,9.5%,5.3%,5.9%,3.5%,18.5,4.6%,25.3%,29.8%,40.3%
Saline County,Arkansas,94.5%,83.2%,11.3%,0.1%,0.6%,0.0%,0.7%,4.0%,41.7%,57.5%,9.0%,12.0%,12.2%,14.4%,11.7%,19.4%,9.8%,7.7%,3.8%,25.7,1.1%,13.8%,47.9%,37.1%
Scott County,Arkansas,94.1%,79.5%,14.6%,0.2%,1.2%,0.4%,1.5%,2.8%,69.7%,29.0%,23.5%,19.6%,10.6%,2.9%,7.6%,10.2%,4.2%,8.8%,12.7%,26.8,2.4%,21.6%,33.9%,42.1%
Searcy County,Arkansas,93.5%,76.3%,17.2%,0.5%,1.4%,0.0%,1.1%,3.5%,61.9%,37.4%,17.3%,11.8%,10.8%,16.3%,7.4%,12.9%,5.5%,8.4%,9.6%,27.8,2.9%,12.7%,32.8%,51.5%
Sebastian County,Arkansas,91.9%,81.5%,10.3%,0.2%,1.6%,0.1%,2.0%,4.3%,84.6%,10.3%,19.1%,21.3%,20.6%,15.1%,4.9%,9.7%,2.9%,3.2%,3.3%,19.3,2.5%,23.4%,41.5%,32.5%
Sevier County,Arkansas,94.9%,73.1%,21.8%,0.1%,1.1%,0.0%,0.9%,3.0%,64.7%,21.9%,17.1%,19.3%,10.2%,10.7%,4.9%,10.9%,5.3%,9.4%,12.2%,27.0,1.8%,14.5%,39.3%,44.4%
Sharp County,Arkansas,93.2%,81.2%,12.0%,0.1%,2.8%,0.0%,1.1%,2.8%,55.6%,41.0%,25.6%,14.8%,12.6%,9.7%,6.1%,13.8%,5.6%,6.7%,5.0%,21.3,2.3%,12.2%,42.5%,43.0%
Stone County,Arkansas,86.6%,78.2%,8.4%,0.0%,4.9%,0.0%,1.8%,6.7%,73.1%,23.1%,24.4%,15.4%,10.9%,12.5%,4.1%,14.0%,7.6%,4.8%,6.1%,23.0,1.3%,13.6%,34.9%,50.2%
Union County,Arkansas,95.0%,88.2%,6.8%,0.4%,1.9%,0.0%,0.4%,2.4%,89.5%,5.0%,17.5%,21.2%,21.5%,14.6%,2.8%,11.3%,2.3%,5.9%,3.0%,19.2,1.5%,27.3%,38.2%,33.1%
Van Buren County,Arkansas,89.4%,75.5%,14.0%,0.0%,3.0%,0.0%,3.3%,4.2%,65.1%,32.2%,20.1%,9.7%,18.1%,9.2%,4.0%,12.2%,4.5%,8.3%,14.0%,29.7,4.6%,16.3%,36.4%,42.7%
Washington County,Arkansas,89.7%,76.9%,12.9%,0.6%,1.7%,0.6%,0.6%,6.8%,81.8%,17.1%,15.4%,18.5%,19.7%,13.4%,7.6%,11.9%,5.3%,5.2%,3.1%,20.7,2.9%,20.6%,44.6%,31.9%
White County,Arkansas,93.9%,84.6%,9.3%,0.2%,2.3%,0.3%,0.8%,2.5%,72.8%,25.4%,18.7%,21.3%,15.7%,9.5%,4.4%,8.3%,5.8%,8.2%,8.2%,23.4,1.4%,17.0%,38.4%,43.2%
Woodruff County,Arkansas,92.8%,85.9%,6.9%,0.0%,3.0%,0.0%,0.4%,3.8%,64.2%,35.7%,40.1%,13.3%,13.7%,2.9%,1.8%,6.3%,4.6%,11.1%,6.1%,19.6,1.8%,17.0%,48.5%,32.6%
Yell County,Arkansas,91.2%,79.6%,11.6%,0.1%,1.4%,0.1%,1.0%,6.1%,57.9%,41.5%,24.0%,9.7%,18.7%,12.7%,6.0%,10.6%,9.1%,6.0%,3.3%,21.7,1.5%,14.4%,34.0%,50.1%
Alameda County,California,68.1%,58.5%,9.5%,14.3%,3.3%,1.7%,1.7%,11.0%,65.2%,34.5%,6.2%,10.4%,12.8%,11.6%,5.0%,13.9%,8.9%,13.2%,18.1%,34.2,4.8%,22.1%,37.5%,35.6%
Alpine County,California,62.1%,52.0%,10.1%,1.0%,2.8%,0.0%,0.0%,34.2%,68.6%,12.6%,20.6%,16.4%,9.9%,11.5%,12.2%,12.2%,6.1%,4.2%,6.9%,23.7,2.4%,31.6%,32.4%,33.7%
Amador County,California,86.7%,79.2%,7.5%,0.3%,1.9%,0.9%,0.7%,9.6%,68.3%,31.3%,18.2%,8.4%,13.5%,14.0%,2.6%,14.4%,5.1%,9.1%,14.8%,30.6,1.0%,9.6%,40.5%,48.8%
Butte County,California,85.0%,74.8%,10.2%,1.1%,2.9%,2.1%,1.3%,7.5%,90.4%,9.3%,22.8%,22.9%,16.0%,8.8%,4.8%,10.5%,3.9%,4.4%,5.9%,21.3,2.8%,16.4%,39.2%,41.6%
Calaveras County,California,86.3%,76.0%,10.3%,0.8%,1.4%,0.2%,0.5%,10.8%,53.3%,46.2%,16.7%,8.2%,7.0%,6.3%,4.7%,9.0%,12.8%,11.8%,23.5%,38.7,1.2%,7.9%,36.2%,54.7%
Colusa County,California,92.3%,79.9%,12.5%,0.1%,1.5%,0.0%,1.4%,4.6%,68.6%,31.2%,23.1%,14.7%,15.8%,10.0%,3.9%,9.6%,3.6%,7.5%,11.9%,25.3,1.3%,14.4%,30.9%,53.4%
Contra Costa County,California,76.4%,65.7%,10.7%,10.3%,1.6%,0.5%,1.4%,9.9%,59.0%,40.6%,7.8%,10.0%,11.4%,9.8%,4.0%,11.7%,7.6%,12.3%,25.5%,38.5,2.0%,15.9%,38.0%,44.0%
Del Norte County,California,88.6%,74.4%,14.2%,0.3%,4.3%,0.2%,0.4%,6.2%,92.3%,3.2%,39.6%,25.5%,13.2%,5.0%,2.0%,7.5%,1.1%,2.5%,3.6%,15.6,1.7%,24.5%,40.0%,33.8%
El Dorado County,California,83.9%,76.0%,7.9%,1.1%,1.6%,0.8%,1.0%,11.6%,59.4%,36.0%,13.4%,16.5%,14.3%,12.1%,5.0%,10.1%,7.7%,8.9%,12.1%,28.9,1.6%,11.3%,38.5%,48.6%
Fresno County,California,90.2%,78.3%,11.9%,0.9%,1.5%,0.4%,1.2%,5.6%,90.8%,8.9%,12.8%,14.0%,19.7%,19.4%,7.2%,12.8%,4.1%,4.8%,5.3%,23.3,2.5%,19.1%,39.3%,39.1%
Glenn County,California,89.5%,78.1%,11.4%,0.2%,3.0%,0.1%,1.1%,6.2%,69.3%,30.0%,23.9%,13.1%,13.9%,12.6%,5.5%,13.4%,7.5%,5.5%,4.7%,23.7,2.1%,14.3%,36.3%,47.4%
Humboldt County,California,81.3%,70.5%,10.9%,1.7%,6.2%,1.0%,1.2%,8.5%,98.3%,1.3%,26.7%,19.8%,16.7%,13.0%,4.5%,8.8%,2.5%,3.3%,4.7%,18.9,2.9%,21.3%,41.2%,34.5%
Imperial County,California,88.5%,79.7%,8.8%,0.7%,2.8%,0.4%,1.6%,5.9%,89.8%,7.2%,18.2%,17.6%,18.9%,15.8%,6.6%,10.4%,2.5%,3.6%,6.3%,22.1,1.5%,17.5%,37.1%,44.0%
Inyo County,California,83.0%,69.2%,13.7%,0.8%,6.2%,4.4%,0.8%,4.9%,87.7%,11.8%,45.7%,14.8%,10.9%,6.9%,1.8%,2.0%,4.4%,9.9%,3.6%,17.1,1.1%,25.9%,33.9%,39.1%
Kern County,California,92.3%,80.1%,12.2%,0.7%,1.1%,0.3%,1.1%,4.5%,93.5%,6.1%,12.2%,16.2%,21.2%,17.5%,7.0%,11.0%,3.7%,4.7%,6.5%,23.6,2.2%,18.8%,39.9%,39.1%
Kings County,California,91.1%,77.4%,13.7%,0.3%,1.8%,0.5%,1.2%,5.1%,75.6%,24.1%,21.2%,15.6%,14.7%,11.3%,6.0%,11.4%,6.5%,7.2%,6.1%,23.2,2.3%,16.7%,43.7%,37.3%
Lake County,California,80.8%,69.6%,11.2%,0.7%,2.5%,0.1%,1.0%,14.9%,75.9%,24.0%,16.7%,17.0%,9.3%,11.0%,4.1%,12.4%,6.1%,7.8%,15.5%,30.6,1.6%,17.3%,40.9%,40.2%
Lassen County,California,91.0%,80.7%,10.3%,0.3%,2.2%,0.1%,0.2%,6.2%,91.8%,6.4%,19.3%,17.2%,18.8%,19.6%,2.8%,8.1%,5.8%,3.9%,4.5%,21.1,2.2%,18.5%,39.7%,39.5%
Los Angeles County,California,81.6%,72.1%,9.5%,5.4%,2.6%,0.7%,1.7%,8.0%,92.7%,7.0%,6.6%,10.1%,13.4%,13.4%,5.5%,17.6%,8.1%,10.8%,14.6%,31.7,3.9%,21.2%,37.2%,37.7%
Madera County,California,88.7%,74.7%,14.0%,0.4%,1.9%,0.2%,3.9%,4.9%,63.3%,36.4%,17.5%,14.4%,10.1%,10.9%,5.3%,13.7%,7.8%,9.0%,11.4%,28.5,1.3%,12.1%,37.6%,49.0%
